MONTH_NAME,STATE,REGION,SEASON,EVENT_TYPE,INJURIES_TOTAL,DEATHS_TOTAL,DAMAGE_TOTAL_USD,plot_lat,plot_lon
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,39.71,-80.07
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,39.71,-80.16
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,39.69,-80.32
March,NEBRASKA,Northern Rockies and Plains,Spring,High Wind,0,0,0.0,41.3356,-99.5898
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.26,-92.39
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.23,-92.12
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.28,-92.12
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.28,-93.1
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.31,-92.94
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.28,-92.08
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.25,-92.68
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,35.43,-91.84
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,39.7,-79.85
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,39.48,-80.15
April,MISSOURI,Ohio Valley,Spring,Tornado,0,0,120000.0,37.21,-93.48
March,NEBRASKA,Northern Rockies and Plains,Spring,High Wind,0,0,0.0,41.3356,-99.5898
March,KANSAS,South,Spring,High Wind,0,0,0.0,38.4204,-98.1156
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.66,-93.03
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,34.6,-92.53
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,34.36,-91.56
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,5000.0,39.66,-79.71
April,WEST VIRGINIA,Ohio Valley,Spring,Thunderstorm Wind,0,0,5000.0,39.67,-79.9
April,ATLANTIC SOUTH,Water,Spring,Marine Thunderstorm Wind,0,0,0.0,30.39,-81.44
April,ATLANTIC SOUTH,Water,Spring,Marine Thunderstorm Wind,0,0,0.0,30.39,-81.52
April,FLORIDA,Southeast,Spring,Hail,0,0,0.0,29.62,-82.56
April,FLORIDA,Southeast,Spring,Hail,0,0,0.0,29.7,-82.37
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.5,-80.07
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.51,-80.04
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,35.28,-93.14
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.18,-92.73
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,34.05,-91.58
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.48,-91.56
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.5,-91.55
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.51,-91.55
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,34.42,-91.67
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.37,-91.14
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
May,ARKANSAS,South,Spring,Hail,0,0,0.0,33.61,-92.07
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.25,-92.69
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.54,-91.49
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.65,-91.2
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.59,-92.45
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.28,-91.5
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.36,-90.76
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.51,-80.05
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.52,-80.05
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.53,-80.06
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.52,-80.03
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,20000.0,37.87,-93.92
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,37.68,-93.13
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,5000.0,37.58,-93.08
May,ARKANSAS,South,Spring,Hail,0,0,0.0,35.47,-93.55
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.37,-92.38
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.27,-91.52
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.29,-91
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.28,-90.98
May,ARKANSAS,South,Spring,Hail,0,0,0.0,36.49,-90.82
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.89,-92.36
May,ARKANSAS,South,Spring,Hail,0,0,0.0,34.68,-92.95
March,TEXAS,South,Spring,Thunderstorm Wind,0,0,0.0,29.68,-95.01
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.56,-80.43
May,ARKANSAS,South,Spring,Hail,0,0,0.0,33.84,-91.72
May,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,35.07,-93.39
May,LOUISIANA,South,Spring,Hail,0,0,0.0,32.77,-91.79
May,LOUISIANA,South,Spring,Thunderstorm Wind,0,0,0.0,32.97,-91.92
March,NEBRASKA,Northern Rockies and Plains,Spring,High Wind,0,0,0.0,41.3356,-99.5898
May,ARKANSAS,South,Spring,Hail,0,0,0.0,33.07,-91.99
May,LOUISIANA,South,Spring,Hail,0,0,0.0,32.6,-91.65
May,LOUISIANA,South,Spring,Thunderstorm Wind,0,0,0.0,32.52,-91.76
May,LOUISIANA,South,Spring,Hail,0,0,0.0,32.48,-91.74
May,MISSISSIPPI,South,Spring,Hail,0,0,0.0,33.6,-88.53
May,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,0.0,33.62,-88.29
May,MISSISSIPPI,South,Spring,Hail,0,0,0.0,33.31,-88.62
May,MISSISSIPPI,South,Spring,Hail,0,0,0.0,32.86,-89.28
May,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,0.0,33.47,-88.32
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,15000.0,37.65,-93.09
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.36,-86.22
February,CALIFORNIA,West,Winter,High Wind,0,0,1000.0,36.5341,-119.773
March,ALABAMA,Southeast,Spring,Hail,0,0,0.0,33.94,-87.8235
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,2000.0,-14.2756,-170.702
September,UTAH,Southwest,Fall,Hail,0,0,0.0,38.58,-109.55
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,100000.0,-14.2756,-170.702
February,CALIFORNIA,West,Winter,High Wind,0,0,1000.0,36.5341,-119.773
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,5000.0,-14.2756,-170.702
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,34.21,-85.79
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,34.3958,-85.5357
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,25000.0,-14.2756,-170.702
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,25000.0,35.6767,-86.456
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,250000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,250000.0,35.6767,-86.456
April,MISSOURI,Ohio Valley,Spring,Tornado,0,0,0.0,37.27,-92.38
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.71,-80.02
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,0.0,40.22,-79.49
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,5000.0,40.78,-79.93
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,3000.0,40.79,-79.93
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.5829,-88.1813
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,10000.0,35.6767,-86.456
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.18,-86.61
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.84,-86.63
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.92,-90.56
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.76,-90.77
March,ATLANTIC SOUTH,Water,Spring,Marine Thunderstorm Wind,0,0,0.0,29.12,-80.95
March,CONNECTICUT,Northeast,Spring,Strong Wind,0,0,0.0,41.5928,-72.3573
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,1000.0,30.46,-83.89
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,30.72,-85.98
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,30.58,-85.81
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.22,-86.11
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.57,-85.85
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.7214,-85.3906
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.94,-90.79
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.84,-103.69
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.79,-103.69
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,37.34,-94.39
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,50000.0,37.33,-94.43
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,1000.0,31.09,-85.69
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,50000.0,37.19,-94.55
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,0.0,40.14,-80.04
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.14,-79.9
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,40.14,-79.83
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.62,-103.49
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.6594,-87.2042
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,34.1054,-86.2579
June,KENTUCKY,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,37.6294,-83.0214
March,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,15000.0,35.977,-90.633
March,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,15000.0,36.272,-89.944
April,FLORIDA,Southeast,Spring,Hail,0,0,0.0,29.68,-82.41
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,4000.0,40.79,-79.93
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,40.81,-79.96
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.82,-80.07
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.8891,-87.3622
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,50000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,0.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,50000.0,35.6767,-86.456
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,38.9,-90.45
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,1000.0,30.09,-84.54
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,1000.0,30.24,-84.25
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.54,-86.07
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.49,-85.98
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.34,-85.78
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.92,-90.56
March,ARKANSAS,South,Spring,High Wind,0,0,0.0,34.7336,-92.2992
March,ARKANSAS,South,Spring,Thunderstorm Wind,0,0,5000.0,35.915,-90.857
March,ARKANSAS,South,Spring,Tornado,0,0,10000.0,35.9239,-90.8564
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,100000.0,-14.2756,-170.702
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,39.0647,-76.5341
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,TEXAS,South,Spring,High Wind,0,0,0.0,31.3897,-98.7857
March,NORTH CAROLINA,Southeast,Spring,High Wind,0,0,0.0,35.4195,-78.4686
March,NORTH CAROLINA,Southeast,Spring,High Wind,0,0,100000.0,35.4195,-78.4686
March,VIRGINIA,Southeast,Spring,High Wind,0,0,0.0,37.563,-78.2005
April,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.84,-94.35
April,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.85,-94.34
July,ATLANTIC SOUTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,30.39,-81.5
July,ATLANTIC SOUTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,30.39,-81.48
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.62,-103.45
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,40000.0,-14.2756,-170.702
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,39.16,-76.628
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,39.3798,-76.4718
April,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,30.39,-81.48
April,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,30.38,-81.42
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,34.1443,-87.9838
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.89,-86.85
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.64,-87.31
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,20000.0,37.2,-94.53
July,FLORIDA,Southeast,Summer,Thunderstorm Wind,0,0,0.0,30.32,-81.64
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,250000.0,-14.2756,-170.702
April,MISSOURI,Ohio Valley,Spring,Tornado,0,0,500000.0,37.1297,-94.618
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,10000.0,35.6767,-86.456
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,20000.0,37.08,-93.29
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.7,-94.52
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,37.31,-94.42
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,40000.0,37.58,-94.16
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,75000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,5000.0,35.6767,-86.456
July,ATLANTIC SOUTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,30.39,-81.52
May,KANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,37.14,-101.9
July,ATLANTIC SOUTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,30.33,-81.52
May,KANSAS,South,Spring,Hail,0,0,0.0,38.64,-99.93
May,KANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,38.5,-100.88
July,FLORIDA,Southeast,Summer,Lightning,0,0,15000.0,30.07,-81.7
March,VIRGINIA,Southeast,Spring,High Wind,0,0,7000.0,37.563,-78.2005
March,VIRGINIA,Southeast,Spring,High Wind,0,0,0.0,37.563,-78.2005
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,25000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,50000.0,35.6767,-86.456
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.68,-80.29
April,PENNSYLVANIA,Northeast,Spring,Hail,0,0,0.0,40.69,-80.11
April,FLORIDA,Southeast,Spring,Hail,0,0,0.0,29.69,-82.37
April,FLORIDA,Southeast,Spring,Hail,0,0,0.0,29.74,-82.24
July,FLORIDA,Southeast,Summer,Thunderstorm Wind,0,0,0.0,30.31,-81.64
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.41,-87.02
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,32.6864,-86.6057
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.2998,-86.8427
June,KENTUCKY,Ohio Valley,Summer,Thunderstorm Wind,0,0,15000.0,37.6802,-83.048
May,KANSAS,South,Spring,Hail,0,0,0.0,37.85,-100.45
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.48,-103.35
June,KENTUCKY,Ohio Valley,Summer,Thunderstorm Wind,0,0,5000.0,37.714,-83.01
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,PUERTO RICO,Territory,Spring,Funnel Cloud,0,0,0.0,18.1567,-67.0033
March,FLORIDA,Southeast,Spring,Thunderstorm Wind,0,0,10000.0,27.447,-80.383
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,3000.0,40.2,-79.6
April,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,39.73,-80.01
April,OHIO,Ohio Valley,Spring,Hail,0,0,0.0,40.63,-80.59
January,MISSISSIPPI,South,Winter,Thunderstorm Wind,0,0,2000.0,33.68,-89.42
May,KANSAS,South,Spring,Hail,0,0,0.0,38.66,-101
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,50000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,High Wind,0,0,0.0,35.6767,-86.456
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,37.29,-93.78
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.69,-93.1
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.85,-93.12
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.92,-93.92
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,10000.0,-14.2756,-170.702
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,15000.0,-14.2756,-170.702
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.43,-86.1
February,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
February,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
January,MISSISSIPPI,South,Winter,Tornado,0,0,40000.0,33.0885,-88.9686
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,5000.0,42.17,-79.26
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,31.7761,-85.1508
April,MISSOURI,Ohio Valley,Spring,Hail,0,0,150000.0,36.86,-91.91
April,MISSOURI,Ohio Valley,Spring,Hail,0,0,250000.0,36.66,-91.88
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
July,SOUTH DAKOTA,Northern Rockies and Plains,Summer,Thunderstorm Wind,0,0,0.0,43.37,-97.08
March,GULF OF MEXICO,Water,Spring,Waterspout,0,0,0.0,24.526,-81.7619
March,ALABAMA,Southeast,Spring,Strong Wind,0,0,0.0,32.5901,-86.7509
May,COLORADO,Southwest,Spring,High Wind,0,0,0.0,38.6777,-105.513
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,38.45,-102.42
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,39.12,-104.91
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,39.09,-104.47
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,39.13,-104.86
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,39.11,-104.48
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,39.07,-104.42
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,125000.0,-14.2756,-170.702
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,8000.0,-14.2756,-170.702
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,38.75,-105.17
May,COLORADO,Southwest,Spring,Thunderstorm Wind,0,0,0.0,37.27,-104.33
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.7456,-85.7875
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,38.45,-102.43
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.8937,-86.6375
February,AMERICAN SAMOA,Territory,Winter,Strong Wind,0,0,5000.0,-14.2756,-170.702
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.4987,-85.9046
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.5882,-85.8471
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.49,-85.78
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,5000.0,-14.2756,-170.702
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,38.45,-92.77
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,30000.0,38.13,-92.66
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.89,-92.68
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.83,-92.99
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
April,NEW MEXICO,Southwest,Spring,High Wind,0,0,0.0,34.4764,-105.942
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,10000.0,-14.2756,-170.702
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.52,-93.94
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,10000.0,-14.2756,-170.702
February,AMERICAN SAMOA,Territory,Winter,High Wind,0,0,250000.0,-14.2756,-170.702
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,37.88,-92.98
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,37.75,-93.07
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,36.7,-93.16
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.91,-92.8
January,MISSISSIPPI,South,Winter,Thunderstorm Wind,0,0,5000.0,31.4543,-89.7277
March,ALABAMA,Southeast,Spring,Hail,0,0,0.0,34.1793,-87.3476
March,MISSOURI,Ohio Valley,Spring,Tornado,0,0,5000000.0,38.5605,-90.7334
March,MISSOURI,Ohio Valley,Spring,Tornado,0,0,870000.0,38.8156,-90.321
February,AMERICAN SAMOA,Territory,Winter,Strong Wind,0,0,25000.0,-14.2756,-170.702
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.91,-92.81
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,37.04,-93.12
March,TEXAS,South,Spring,Thunderstorm Wind,0,0,50000.0,32.6616,-96.0249
March,ILLINOIS,Ohio Valley,Spring,Hail,0,0,0.0,41.72,-87.77
March,ALABAMA,Southeast,Spring,Thunderstorm Wind,0,0,0.0,33.6964,-86.4992
March,ALABAMA,Southeast,Spring,Hail,0,0,0.0,33.9231,-87.6193
April,NEW MEXICO,Southwest,Spring,High Wind,0,0,0.0,34.4764,-105.942
March,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,30000.0,36.88,-93.98
March,ALABAMA,Southeast,Spring,Hail,0,0,0.0,33.9737,-87.9143
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.52,-92.13
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,36.59,-94.59
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.09,-94.54
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,5000.0,42.16,-79.41
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,5000.0,42.15,-79.24
July,SOUTH DAKOTA,Northern Rockies and Plains,Summer,Thunderstorm Wind,0,0,0.0,43.08,-97.08
April,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.95,-92.66
April,MISSOURI,Ohio Valley,Spring,Tornado,0,0,80000.0,36.79,-94.23
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
January,NEW MEXICO,Southwest,Winter,High Wind,0,0,0.0,34.4764,-105.942
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.87,-94.02
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.6,-92.38
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.92,-93.62
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,37.98,-92.79
